   Ion        dE/dx       dE/dx      Projected    Longitudinal   Lateral
  Energy      Elec.      Nuclear        Range      Straggling   Straggling
 (MeV/u)     (MeV/um)   (MeV/um)        (um)          (um)         (um)
----------- ----------- ----------- ------------- ------------  ---------

2.894980e+00    8.356000e-01    6.041000e-04    5.169000e+01    1.740000e+00    6.348000e-01
3.158160e+00    7.992000e-01    5.596000e-04    5.781000e+01    1.950000e+00    6.697000e-01
3.421340e+00    7.667000e-01    5.215000e-04    6.419000e+01    2.150000e+00    7.063000e-01
3.684520e+00    7.375000e-01    4.886000e-04    7.084000e+01    2.350000e+00    7.445000e-01
4.210880e+00    6.865000e-01    4.343000e-04    8.489000e+01    3.080000e+00    8.259000e-01
4.737240e+00    6.430000e-01    3.913000e-04    9.993000e+01    3.750000e+00    9.133000e-01
5.263600e+00    6.051000e-01    3.564000e-04    1.159600e+02    4.390000e+00    1.010000e+00
5.789960e+00    5.715000e-01    3.275000e-04    1.329600e+02    5.010000e+00    1.110000e+00
6.316320e+00    5.413000e-01    3.032000e-04    1.509400e+02    5.620000e+00    1.210000e+00
6.842680e+00    5.139000e-01    2.823000e-04    1.698900e+02    6.230000e+00    1.320000e+00
7.369040e+00    4.888000e-01    2.643000e-04    1.898400e+02    6.850000e+00    1.440000e+00
7.895400e+00    4.658000e-01    2.486000e-04    2.107900e+02    7.470000e+00    1.560000e+00
8.421761e+00    4.445000e-01    2.346000e-04    2.327600e+02    8.090000e+00    1.680000e+00
8.948121e+00    4.248000e-01    2.223000e-04    2.557600e+02    8.730000e+00    1.810000e+00
9.474481e+00    4.065000e-01    2.112000e-04    2.798200e+02    9.380000e+00    1.950000e+00
1.052720e+01    3.737000e-01    1.922000e-04    3.311300e+02    1.187000e+01    2.240000e+00
1.184310e+01    3.384000e-01    1.730000e-04    4.014300e+02    1.550000e+01    2.640000e+00
1.315900e+01    3.085000e-01    1.574000e-04    4.787900e+02    1.899000e+01    3.080000e+00
1.447490e+01    2.831000e-01    1.445000e-04    5.633700e+02    2.247000e+01    3.560000e+00
1.579080e+01    2.613000e-01    1.336000e-04    6.552700e+02    2.598000e+01    4.080000e+00
1.710670e+01    2.427000e-01    1.243000e-04    7.545200e+02    2.955000e+01    4.640000e+00
