     1.000000000000000e+02     1.025990459898240e+00
     1.055875990498078e+02     1.013004584839676e+00
     1.114874107310297e+02     1.001023881538152e+00
     1.177168802336920e+02     9.916681360197409e-01
     1.242944275150931e+02     9.870690610767434e-01
     1.312395017658907e+02     9.899901503094608e-01
     1.385726389195340e+02     1.003025947782991e+00
     1.463155223750955e+02     1.018220716428168e+00
     1.544910471130476e+02     1.018436096213722e+00
     1.631233873935743e+02     1.003113878765728e+00
     1.722380682375920e+02     9.904093255760971e-01
     1.818620409018429e+02     9.909006404194522e-01
     1.920237625712353e+02     1.002937643592439e+00
     2.027532805040708e+02     1.019068499868821e+00
     2.140823208789706e+02     1.023802434765180e+00
     2.260443826062104e+02     1.011213670712630e+00
     2.386748363808589e+02     9.990039511153755e-01
     2.520110292706060e+02     1.005672506070172e+00
     2.660923951475412e+02     1.022916757110522e+00
     2.809605712904160e+02     1.032501140964482e+00
     2.966595215021738e+02     1.031042833599557e+00
     3.132356661067936e+02     1.027589928813526e+00
     3.307380192098358e+02     1.027950497433249e+00
     3.492183336285577e+02     1.029984355230393e+00
     3.687312539201419e+02     1.031009580087571e+00
     3.893344779605281e+02     1.031157173211975e+00
     4.110889275516246e+02     1.031364143132939e+00
     4.340589285613642e+02     1.031985177889551e+00
     4.583124011292648e+02     1.032969072456056e+00
     4.839210604999149e+02     1.033803216394159e+00
     5.109606290782278e+02     1.033301339674760e+00
     5.395110603334953e+02     1.032901522633672e+00
     5.696567752142976e+02     1.039105141884278e+00
     6.014869117733373e+02     1.052510416714896e+00
     6.350955887403024e+02     1.064430629623931e+00
     6.705821838221267e+02     1.067515031503107e+00
     7.080516275535522e+02     1.064681376789658e+00
     7.476147135668830e+02     1.061716096141885e+00
     7.893884261983692e+02     1.063731683019714e+00
     8.334962863999219e+02     1.075104007192487e+00
     8.800687169789871e+02     1.090065549935320e+00
     9.292434282465605e+02     1.096203821456301e+00
     9.811658252136676e+02     1.094349430219698e+00
     1.035989437540345e+03     1.097149000974886e+00
     1.093876373508459e+03     1.110832393496783e+00
     1.154997799360689e+03     1.126942394790066e+00
     1.219534445423068e+03     1.138973270499656e+00
     1.287677140507605e+03     1.150386377162384e+00
     1.359627376175202e+03     1.165063744894527e+00
     1.435597902527294e+03     1.177773526176503e+00
     1.515813357287969e+03     1.180844397713028e+00
     1.600510930036651e+03     1.179164590583579e+00
     1.689941063555449e+03     1.184560524313959e+00
     1.784368194364985e+03     1.199456379370181e+00
     1.884071534638395e+03     1.214995932292682e+00
     1.989345897805548e+03     1.226792065684863e+00
     2.100502570288721e+03     1.238114489079605e+00
     2.217870231947362e+03     1.251653120610377e+00
     2.341795927953623e+03     1.265016827965808e+00
     2.472646094972396e+03     1.276455925554698e+00
     2.610807644680183e+03     1.291968048003379e+00
     2.756689107826645e+03     1.317590114001752e+00
     2.910721842221721e+03     1.344780873260827e+00
     3.073361308220246e+03     1.361219522504406e+00
     3.245088415475524e+03     1.372244835522203e+00
     3.426410944944060e+03     1.390634296125205e+00
     3.617865050346265e+03     1.416466800251503e+00
     3.820016843522736e+03     1.442340435717556e+00
     4.033464068373914e+03     1.467301413256001e+00
     4.258837868332713e+03     1.499422383753100e+00
     4.496804652596526e+03     1.539946386157848e+00
     4.748068066636721e+03     1.577415424912130e+00
     5.013371072812341e+03     1.604404614851012e+00
     5.293498147240141e+03     1.625738316991474e+00
     5.589277599416924e+03     1.647458020770406e+00
     5.901584021453064e+03     1.673529839626866e+00
     6.231340874159383e+03     1.707790985716630e+00
     6.579523217634203e+03     1.750231741055585e+00
     6.947160594424607e+03     1.799097187312093e+00
     7.335340073787296e+03     1.852588978599209e+00
     7.745209466050413e+03     1.908130074545125e+00
     8.177980716581076e+03     1.959555415823403e+00
     8.634933489394216e+03     1.998957805350397e+00
     9.117418950999141e+03     2.035662051378268e+00
     9.626863765672173e+03     2.093359509489154e+00
     1.016477431396916e+04     2.170810233316572e+00
     1.073274114695161e+04     2.242124496595798e+00
     1.133244368929700e+04     2.304064295900409e+00
     1.196565520520016e+04     2.369544868305173e+00
     1.263424804174920e+04     2.444855394958538e+00
     1.334019916528034e+04     2.529757275026798e+00
     1.408559600708201e+04     2.618381696973704e+00
     1.487264263573349e+04     2.703867546613893e+00
     1.570366627432904e+04     2.794004641636996e+00
     1.658112418185843e+04     2.895078673790565e+00
     1.750761091909140e+04     2.988160502335012e+00
     1.848586602045063e+04     3.072466332299850e+00
     1.951878209455804e+04     3.176760053866549e+00
     2.060941337740765e+04     3.297295550408379e+00
     2.176098476345459e+04     3.410374446552431e+00
     2.297690134132625e+04     3.538512614928927e+00
     2.426075846234941e+04     3.674508847260311e+00
     2.561635237166786e+04     3.764180227636233e+00
     2.704769143338253e+04     3.905389082945177e+00
     2.855900798290921e+04     4.061756405451309e+00
     3.015477084159678e+04     4.193790234031694e+00
     3.183969853061355e+04     4.350679714416332e+00
     3.361877322317178e+04     4.489655090330222e+00
     3.549725547634676e+04     4.635845876679664e+00
     3.748069978605095e+04     4.813970777937959e+00
     3.957497101115764e+04     4.951269061985429e+00
     4.178626171533879e+04     5.104267859430683e+00
     4.412111047789525e+04     5.313548289532106e+00
     4.658642122772287e+04     5.505652002227410e+00
     4.918948365758246e+04     5.651969497990156e+00
     5.193799477903888e+04     5.908096465017278e+00
     5.484008168180168e+04     6.066241671560341e+00
     5.790432556476795e+04     6.350797791165647e+00
     6.113978710982241e+04     6.607862594041912e+00
     6.455603327342548e+04     6.865854445504426e+00
     6.816316557520485e+04     7.160176995201546e+00
     7.197184996720405e+04     7.422248295047623e+00
     7.599334837210063e+04     7.693119365510149e+00
     8.023955198365723e+04     7.951239155502696e+00
     8.472301642786610e+04     8.156889606728914e+00
     8.945699888875803e+04     8.533914755385926e+00
     9.445549730865264e+04     8.728753705603205e+00
     9.973329177876233e+04     9.113718413329426e+00
     1.053059882425345e+05     9.430077398758307e+00
     1.111900646409650e+05     9.753883618008500e+00
     1.174029196363245e+05     9.958014918357089e+00
     1.239629240583701e+05     1.025802385955057e+01
     1.308894752251698e+05     1.055385945022712e+01
     1.382030542991495e+05     1.083232299414123e+01
     1.459252868479741e+05     1.121349123542641e+01
     1.540790067893208e+05     1.149220573612235e+01
     1.626883239086345e+05     1.174528654639878e+01
     1.717786951495011e+05     1.207608296477746e+01
     1.813769998874473e+05     1.229470779856853e+01
     1.915116194097277e+05     1.252960355669641e+01
     2.022125208361376e+05     1.276162062172126e+01
     2.135113457289700e+05     1.299320734551864e+01
     2.254415036541537e+05     1.320198384163476e+01
     2.380382709702051e+05     1.340723105966028e+01
     2.513388951371156e+05     1.363629128632234e+01
     2.653827048535945e+05     1.382221366622259e+01
     2.802112263483481e+05     1.396247897804875e+01
     2.958683061692432e+05     1.408854825937028e+01
     3.124002408334382e+05     1.422538808736172e+01
     3.298559137218453e+05     1.436799291764983e+01
     3.482869396227011e+05     1.447812789829656e+01
     3.677478173516638e+05     1.455444547998577e+01
     3.882960908996942e+05     1.462569510340730e+01
     4.099925195852471e+05     1.469997328909395e+01
     4.329012577138753e+05     1.477071842641248e+01
     4.570900442765018e+05     1.480678107027363e+01
     4.826304032472605e+05     1.478716047413445e+01
     5.095978550731890e+05     1.474849405187398e+01
     5.380721399810982e+05     1.472379036626375e+01
     5.681374537619636e+05     1.467090178469682e+01
     5.998826967299692e+05     1.454368505620741e+01
     6.334017365924143e+05     1.439006802629098e+01
     6.687936860077194e+05     1.423572804171867e+01
     7.061631956522597e+05     1.408156778115249e+01
     7.456207636626177e+05     1.395429693541345e+01
     7.872830623681995e+05     1.378613544713726e+01
     8.312732832803826e+05     1.357694020671675e+01
     8.777215013582632e+05     1.339585200467018e+01
     9.267650596281181e+05     1.318733826767293e+01
     9.785489752938473e+05     1.297785826230856e+01
     1.033226368539272e+06     1.274875816251915e+01
     1.090958915290134e+06     1.237652213614262e+01
     1.151917325274681e+06     1.220734533558341e+01
     1.216281846796300e+06     1.192095109152416e+01
     1.284242799710872e+06     1.170643232254840e+01
     1.356001138184744e+06     1.134743462453795e+01
     1.431769044897338e+06     1.099850004850296e+01
     1.511770558445463e+06     1.077688864336991e+01
     1.596242235804436e+06     1.052973039647300e+01
     1.685433851804875e+06     1.017678508733755e+01
     1.779609137693463e+06     9.917591309031385e+00
     1.879046560961515e+06     9.601577041533767e+00
     1.984040148747247e+06     9.292649431091208e+00
     2.094900357246453e+06     9.001365905891413e+00
     2.211954989702376e+06     8.670157362780573e+00
     2.335550165689161e+06     8.234798162960336e+00
     2.466051344554998e+06     8.076428819274122e+00
     2.603844406051119e+06     7.640694004568619e+00
     2.749336791342105e+06     7.282067934200791e+00
     2.902958707771158e+06     7.096603099535176e+00
     3.065164400942885e+06     6.633423521777659e+00
     3.236433497885016e+06     6.379708513301570e+00
     3.417272425260507e+06     5.942602541486929e+00
     3.608215906823706e+06     5.678934569564283e+00
     3.809828544548401e+06     5.372243798598199e+00
     4.022706488102893e+06     5.056786422088802e+00
     4.247479197608686e+06     4.867563417574003e+00
     4.484811304895053e+06     4.432344819737250e+00
     4.735404578753040e+06     4.225929144449254e+00
     5.000000000000000e+06     3.655353786305620e+00
